Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category,key,month
2024-08-07,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-92.67,Posted,fixed_expenses,groceries,Lidl_-92.67_8/7/24,2024-08
2024-08-07,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-239.39,Posted,fixed_expenses,groceries,Walmart_-239.39_8/7/24,2024-08
2024-08-06,Panda Express,SAN PANDAEXPRESS T2E 1365SAN DIEGO    CA,Fast Food,-10.74,Posted,fixed_expenses,restaraunts,Panda Express_-10.74_8/6/24,2024-08
2024-08-06,Clayton's Mexican,TST* CLAYTON'S MEXICAN TACORONADO     CA,Restaurants,-14,Posted,fixed_expenses,restaraunts,Clayton's Mexican_-14_8/6/24,2024-08
2024-08-06,Anthropologie,ANTHROPOLOGIE.COM        HTTPSWWW.ANTHPA,Clothing,-128.79,Posted,misc_expenses,clothing,Anthropologie_-128.79_8/6/24,2024-08
2024-08-03,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-32.1,Posted,fixed_expenses,restaraunts,Chick-fil-A_-32.1_8/3/24,2024-08
2024-08-02,David's Bridal,DAVIDS BRIDAL #951       KING OF PRUSSPA,Clothing,52.99,Posted,misc_expenses,clothing,David's Bridal_52.99_8/2/24,2024-08
2024-08-02,David's Bridal,DAVIDS BRIDAL #951       KING OF PRUSSPA,Clothing,42.39,Posted,misc_expenses,clothing,David's Bridal_42.39_8/2/24,2024-08
2024-08-02,David's Bridal,DAVIDS BRIDAL #951       KING OF PRUSSPA,Clothing,38,Posted,misc_expenses,clothing,David's Bridal_38_8/2/24,2024-08
2024-08-02,Taste Bayville Far Virginia Beac,TST*TASTE - BAYVILLE FAR Virginia BeacVA,Restaurants,-14.48,Posted,fixed_expenses,restaraunts,Taste Bayville Far Virginia Beac_-14.48_8/2/24,2024-08
2024-08-02,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-49.11,Posted,misc_expenses,miscellaneous,Navy Exchange_-49.11_8/2/24,2024-08
2024-08-01,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-16.31,Posted,fixed_expenses,restaraunts,Shorebreak Pizza Online_-16.31_8/1/24,2024-08
2024-07-29,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,misc_expenses,subscriptions,Apple_-9.99_7/29/24,2024-07
2024-07-29,Busch Gardens,BUSCH GARDENS PARKING    WILLIAMSBURG VA,Amusement,-32,Posted,misc_expenses,entertainment,Busch Gardens_-32_7/29/24,2024-07
2024-07-28,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions,Hulu_-20.41_7/28/24,2024-07
2024-07-28,Care a Lot Va Beach Data Virginia Beacva,CARE A LOT VA BEACH DATA VIRGINIA BEACVA,Pet Food & Supplies,-61.1,Posted,fixed_expenses,pet,Care a Lot Va Beach Data Virginia Beacva_-61.1_7/28/24,2024-07
2024-07-28,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-62.07,Posted,fixed_expenses,transportation,Wawa_-62.07_7/28/24,2024-07
2024-07-28,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-143.61,Posted,fixed_expenses,groceries,Lidl_-143.61_7/28/24,2024-07
2024-07-28,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-173.63,Posted,fixed_expenses,groceries,Walmart_-173.63_7/28/24,2024-07
2024-07-26,JOSE TEQUI* JOSE TEQUI   HTTPSJOSETEQUVA,JOSE TEQUI* JOSE TEQUI   HTTPSJOSETEQUVA,Category Pending,-36.56,Posted,fixed_expenses,restaraunts,JOSE TEQUI* JOSE TEQUI   HTTPSJOSETEQUVA_-36.56_7/26/24,2024-07
2024-07-26,CVS/PHARMACY #08938      VIRGINIA BEACVA,CVS/PHARMACY #08938      VIRGINIA BEACVA,Category Pending,-50.02,Posted,fixed_expenses,healthcare,CVS/PHARMACY #08938      VIRGINIA BEACVA_-50.02_7/26/24,2024-07
2024-07-26,LITTLE CREEK COMM        VIRGINIA BEACVA,LITTLE CREEK COMM        VIRGINIA BEACVA,Category Pending,-116.38,Posted,fixed_expenses,groceries,LITTLE CREEK COMM        VIRGINIA BEACVA_-116.38_7/26/24,2024-07
2024-07-25,NEX FUEL 050039          VIRGINIA BEACVA,NEX FUEL 050039          VIRGINIA BEACVA,Category Pending,-37.75,Posted,fixed_expenses,transportation,NEX FUEL 050039          VIRGINIA BEACVA_-37.75_7/25/24,2024-07
2024-07-24,Taste Bayville Far,TST* TASTE - BAYVILLE FAR757-464-1566 VA,Restaurants,-10.02,Posted,fixed_expenses,restaraunts,Taste Bayville Far_-10.02_7/24/24,2024-07
2024-07-24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts,Shorebreak Pizza Online_-13.21_7/24/24,2024-07
2024-07-24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-15.66,Posted,fixed_expenses,subscriptions,Apple_-15.66_7/24/24,2024-07
2024-07-24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-207.89,Posted,fixed_expenses,internet_cellular,AT&T_-207.89_7/24/24,2024-07
2024-07-23,Amazon,AMAZON RET* 111-556600   WWW.AMAZON.COWA,Shopping,-4.76,Posted,misc_expenses,miscellaneous,Amazon_-4.76_7/23/24,2024-07
2024-07-23,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-11.04,Posted,fixed_expenses,restaraunts,Panda Express_-11.04_7/23/24,2024-07
2024-07-23,Food Lion,FOOD LION #0391          VIRGINIABEACHVA,Groceries,-12.69,Posted,fixed_expenses,groceries,Food Lion_-12.69_7/23/24,2024-07
2024-07-23,Amazon,AMAZON MKTPL*RJ0LE5VD1   Amzn.com/billWA,Shopping,-30.08,Posted,misc_expenses,miscellaneous,Amazon_-30.08_7/23/24,2024-07
2024-07-23,Ulta Beauty,ULTA #677                VIRGINIA BEACVA,Personal Care,-34.45,Posted,misc_expenses,personal_care,Ulta Beauty_-34.45_7/23/24,2024-07
2024-07-23,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,-60.42,Posted,misc_expenses,clothing,Kohls Virginia Beacva_-60.42_7/23/24,2024-07
2024-07-23,Baladi Mediterranean Virginia Beacva,SQ *BALADI MEDITERRANEAN Virginia BeacVA,Restaurants,-108.84,Posted,fixed_expenses,restaraunts,Baladi Mediterranean Virginia Beacva_-108.84_7/23/24,2024-07
2024-07-20,STARBUCKS 800-782-7282   800-782-7282 WA,STARBUCKS 800-782-7282   800-782-7282 WA,Category Pending,-25,Posted,misc_expenses,restaraunts,STARBUCKS 800-782-7282   800-782-7282 WA_-25_7/20/24,2024-07
2024-07-19,SHOREBREAK PIZZA (ONLINE,SHOREBREAK PIZZA (ONLINE,Category Pending,-24.29,Posted,fixed_expenses,restaraunts,SHOREBREAK PIZZA (ONLINE_-24.29_7/19/24,2024-07
2024-07-19,SQ *G4CPOA               VIRGINIA BEACVA,SQ *G4CPOA               VIRGINIA BEACVA,Category Pending,-40,Posted,misc_expenses,clothing,SQ *G4CPOA               VIRGINIA BEACVA_-40_7/19/24,2024-07
2024-07-18,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-11.04,Posted,fixed_expenses,restaraunts,Panda Express_-11.04_7/18/24,2024-07
2024-07-18,ExxonMobil,EXXON CAPE HENRY         VIRGINIA BEACVA,Gas,-48.9,Posted,fixed_expenses,transportation,ExxonMobil_-48.9_7/18/24,2024-07
2024-07-18,Avsva Bark Virginia Beacva,AVSVA BARK               VIRGINIA BEACVA,Veterinary,-69.5,Posted,fixed_expenses,pet,Avsva Bark Virginia Beacva_-69.5_7/18/24,2024-07
2024-07-17,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-7.49,Posted,misc_expenses,restaraunts,Costco_-7.49_7/17/24,2024-07
2024-07-17,The Therapist Development,THE THERAPIST DEVELOPMENT4156724474   CA,Education,-64.8,Posted,misc_expenses,professional_expenses,The Therapist Development_-64.8_7/17/24,2024-07
2024-07-17,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-78.11,Posted,fixed_expenses,groceries,Walmart_-78.11_7/17/24,2024-07
2024-07-17,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-153.99,Posted,fixed_expenses,groceries,Costco_-153.99_7/17/24,2024-07
2024-07-16,The Home Depot,THE HOME DEPOT #4614     VIRGINIA BCH VA,Home Improvement,28.56,Posted,misc_expenses,housing_utilities,The Home Depot_28.56_7/16/24,2024-07
2024-07-16,Verizon,VERIZON*RECURRING PAY    800-VERIZON  FL,Utilities,-201.18,Posted,fixed_expenses,internet_cellular,Verizon_-201.18_7/16/24,2024-07
2024-07-15,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-21.23,Posted,fixed_expenses,restaraunts,Chick-fil-A_-21.23_7/15/24,2024-07
2024-07-15,Vans,VANS.COM                 P://SHOP.VANSCA,Clothing,-84.82,Posted,misc_expenses,clothing,Vans_-84.82_7/15/24,2024-07
2024-07-14,The Home Depot,THE HOME DEPOT #4614     VIRGINIA BCH VA,Home Improvement,-25.72,Posted,misc_expenses,housing_utilities,The Home Depot_-25.72_7/14/24,2024-07
2024-07-14,Ticketmaster,TM *MEAN GIRLS TOURING   800-653-8000 CA,Entertainment,-163.1,Posted,misc_expenses,entertainment,Ticketmaster_-163.1_7/14/24,2024-07
2024-07-13,Bodaciouspizzag,DD BODACIOUSPIZZAG       855-973-1040 CA,Food & Dining,-32.89,Posted,fixed_expenses,restaraunts,Bodaciouspizzag_-32.89_7/13/24,2024-07
2024-07-13,Virginianaturalgasbill,VIRGINIANATURALGASBILL   866-383-1846 GA,Utilities,-77.48,Posted,fixed_expenses,housing_utilities,Virginianaturalgasbill_-77.48_7/13/24,2024-07
2024-07-12,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-332.54,Posted,fixed_expenses,groceries,Walmart_-332.54_7/12/24,2024-07
2024-07-09,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-11.69,Posted,misc_expenses,transportation,7-Eleven_-11.69_7/9/24,2024-07
2024-07-09,Cheddarup Ocean Park Cheddarupco,CHEDDARUP* OCEAN PARK    WWW.CHEDDARUPCO,Business Services,-30,Posted,misc_expenses,miscellaneous,Cheddarup Ocean Park Cheddarupco_-30_7/9/24,2024-07
2024-07-09,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-65.68,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-65.68_7/9/24,2024-07
2024-07-08,Auntie Anne's,AUNTIE ANNE'S VA183      VIRGINIA BEACVA,Fast Food,-7.24,Posted,fixed_expenses,restaraunts,Auntie Anne's_-7.24_7/8/24,2024-07
2024-07-08,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-14.41,Posted,misc_expenses,transportation,7-Eleven_-14.41_7/8/24,2024-07
2024-07-08,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-41.76,Posted,fixed_expenses,transportation,Wawa_-41.76_7/8/24,2024-07
2024-07-08,Anthropologie,ANTHROPOLOGIE.COM        HTTPSWWW.ANTHPA,Clothing,-62.72,Posted,misc_expenses,clothing,Anthropologie_-62.72_7/8/24,2024-07
2024-07-07,Opclfirewor,PAYPAL *OPCLFIREWOR      4029357733   CA,Gifts & Donations,-20,Posted,misc_expenses,miscellaneous,Opclfirewor_-20_7/7/24,2024-07
2024-07-07,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-38.3,Posted,fixed_expenses,transportation,Wawa_-38.3_7/7/24,2024-07
2024-07-06,SQ *SHAKE SHACK          Virginia BeacVA,SQ *SHAKE SHACK          Virginia BeacVA,Category Pending,-45.08,Posted,fixed_expenses,restaraunts,SQ *SHAKE SHACK          Virginia BeacVA_-45.08_7/6/24,2024-07
2024-07-06,The Home Depot,THE HOME DEPOT #4614     VIRGINIA BCH VA,Home Improvement,-306.18,Posted,misc_expenses,housing_utilities,The Home Depot_-306.18_7/6/24,2024-07
2024-07-04,Aquarium,CVB AQUARIUM             757-385-3474 VA,Entertainment,-24.95,Posted,misc_expenses,entertainment,Aquarium_-24.95_7/4/24,2024-07
2024-07-04,David's Bridal,DAVIDS BRIDAL #951       866-222-1948 PA,Clothing,-42.39,Posted,misc_expenses,clothing,David's Bridal_-42.39_7/4/24,2024-07
2024-07-04,CHICK-FIL-A #00734       757-318-7641 VA,CHICK-FIL-A #00734       757-318-7641 VA,Category Pending,-46.53,Posted,fixed_expenses,restaraunts,CHICK-FIL-A #00734       757-318-7641 VA_-46.53_7/4/24,2024-07
2024-07-03,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-64.61,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-64.61_7/3/24,2024-07
2024-07-02,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-29.09,Posted,fixed_expenses,restaraunts,Chick-fil-A_-29.09_7/2/24,2024-07
2024-07-02,David's Bridal,DAVIDS BRIDAL #951       866-222-1948 PA,Clothing,-52.99,Posted,misc_expenses,clothing,David's Bridal_-52.99_7/2/24,2024-07
2024-07-01,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts,Shorebreak Pizza Online_-13.21_7/1/24,2024-07
2024-06-30,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,2.29,Posted,misc_expenses,miscellaneous,Walmart_2.29_6/30/24,2024-06
2024-06-30,Great Clips,8907 GREAT CLIPS AT HAYGOVIRGINIA BEACVA,Hair,-27,Posted,misc_expenses,personal_care,Great Clips_-27_6/30/24,2024-06
2024-06-30,Shake Shack,SHAKE SHACK - 1265A      646-747-7178 VA,Fast Food,-39.92,Posted,fixed_expenses,restaraunts,Shake Shack_-39.92_6/30/24,2024-06
2024-06-29,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-4.03,Posted,misc_expenses,miscellaneous,7-Eleven_-4.03_6/29/24,2024-06
2024-06-29,Kindle,Kindle Svcs*RC2YF3MC2    888-802-3080 WA,Books,-9.99,Posted,misc_expenses,miscellaneous,Kindle_-9.99_6/29/24,2024-06
2024-06-29,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-308.44,Posted,fixed_expenses,groceries,Walmart_-308.44_6/29/24,2024-06
2024-06-28,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,misc_expenses,subscriptions,Apple_-9.99_6/28/24,2024-06
2024-06-28,Kindle,Kindle Svcs*RC7DM8RI0    888-802-3080 WA,Books,-9.99,Posted,misc_expenses,miscellaneous,Kindle_-9.99_6/28/24,2024-06
2024-06-28,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts,Shorebreak Pizza Online_-13.21_6/28/24,2024-06
2024-06-28,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions,Hulu_-20.41_6/28/24,2024-06
2024-06-27,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-11.04,Posted,fixed_expenses,restaraunts,Panda Express_-11.04_6/27/24,2024-06
2024-06-27,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-21.23,Posted,fixed_expenses,restaraunts,Chick-fil-A_-21.23_6/27/24,2024-06
2024-06-25,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-6.35,Posted,fixed_expenses,restaraunts,Taste Bayville Farvirginia Beac_-6.35_6/25/24,2024-06
2024-06-25,Taste Bayville Far,TST* TASTE - BAYVILLE FAR757-464-1566 VA,Restaurants,-27.85,Posted,fixed_expenses,restaraunts,Taste Bayville Far_-27.85_6/25/24,2024-06
2024-06-24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-2.14,Posted,misc_expenses,miscellaneous,Apple_-2.14_6/24/24,2024-06
2024-06-24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-207.73,Posted,fixed_expenses,housing_utilities,AT&T_-207.73_6/24/24,2024-06
2024-06-23,Ikea,IKEA NORFOLK             NORFOLK      VA,Furnishings,211.89,Posted,misc_expenses,miscellaneous,Ikea_211.89_6/23/24,2024-06
2024-06-23,Aldi,ALDI 80025               VIRGINIA BEACVA,Groceries,31.78,Posted,fixed_expenses,groceries,Aldi_31.78_6/23/24,2024-06
2024-06-23,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,0.35,Posted,misc_expenses,clothing,Kohls Virginia Beacva_0.35_6/23/24,2024-06
2024-06-23,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-25.61,Posted,fixed_expenses,restaraunts,Shorebreak Pizza Online_-25.61_6/23/24,2024-06
2024-06-23,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-30.36,Posted,misc_expenses,clothing,Kohl's_-30.36_6/23/24,2024-06
2024-06-23,Apex Entertainment Virgi Virginia,APEX ENTERTAINMENT VIRGI VIRGINIA BCH VA,Entertainment,-43,Posted,misc_expenses,entertainment,Apex Entertainment Virgi Virginia_-43_6/23/24,2024-06
2024-06-22,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-0.78,Posted,fixed_expenses,restaraunts,Costco_-0.78_6/22/24,2024-06
2024-06-22,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-3.21,Posted,misc_expenses,miscellaneous,Apple_-3.21_6/22/24,2024-06
2024-06-22,Wawa,WAWA 8609                VIRGINIA BEACVA,Fast Food,-4.52,Posted,fixed_expenses,groceries,Wawa_-4.52_6/22/24,2024-06
2024-06-22,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts,Shorebreak Pizza Online_-13.21_6/22/24,2024-06
2024-06-22,Wawa,WAWA 8609                VIRGINIA BEACVA,Gas,-18.29,Posted,fixed_expenses,transportation,Wawa_-18.29_6/22/24,2024-06
2024-06-22,Amazon,AMAZON RET* 111-727173   WWW.AMAZON.COWA,Shopping,-18.49,Posted,misc_expenses,miscellaneous,Amazon_-18.49_6/22/24,2024-06
2024-06-22,Car Spa Virginia Beacva,CAR SPA #32              VIRGINIA BEACVA,Service & Parts,-20,Posted,fixed_expenses,transportation,Car Spa Virginia Beacva_-20_6/22/24,2024-06
2024-06-22,Amazon,AMAZON MKTPL*RC7T07CJ0   Amzn.com/billWA,Shopping,-25.43,Posted,misc_expenses,miscellaneous,Amazon_-25.43_6/22/24,2024-06
2024-06-22,Nail Spa Virginia Beacva,JTT NAIL SPA             VIRGINIA BEACVA,Personal Care,-35,Posted,misc_expenses,personal_care,Nail Spa Virginia Beacva_-35_6/22/24,2024-06
2024-06-22,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-387.06,Posted,fixed_expenses,groceries,Costco_-387.06_6/22/24,2024-06
2024-06-20,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-26.4,Posted,fixed_expenses,groceries,Kroger_-26.4_6/20/24,2024-06
2024-06-19,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-9.61,Posted,fixed_expenses,healthcare,CVS_-9.61_6/19/24,2024-06
2024-06-19,Aldi,ALDI 80025               VIRGINIA BEACVA,Groceries,-14.18,Posted,fixed_expenses,groceries,Aldi_-14.18_6/19/24,2024-06
2024-06-19,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-59.35,Posted,fixed_expenses,transportation,Wawa_-59.35_6/19/24,2024-06
2024-06-17,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-52.02,Posted,fixed_expenses,transportation,Wawa_-52.02_6/17/24,2024-06
2024-06-17,Jiffy Lube,JIFFY LUBE #65           VIRGINIA BEACVA,Service & Parts,-112.18,Posted,fixed_expenses,transportation,Jiffy Lube_-112.18_6/17/24,2024-06
2024-06-17,Ikea,IKEA NORFOLK             NORFOLK      VA,Furnishings,-143.07,Posted,misc_expenses,housing_utilities,Ikea_-143.07_6/17/24,2024-06
2024-06-15,Shake Shack,SHAKE SHACK - 1265A      646-747-7178 VA,Fast Food,-33.49,Posted,fixed_expenses,restaraunts,Shake Shack_-33.49_6/15/24,2024-06
2024-06-15,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-104.36,Posted,fixed_expenses,personal_care,Dropbox_-104.36_6/15/24,2024-06
2024-06-15,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-135.58,Posted,fixed_expenses,personal_care,Dropbox_-135.58_6/15/24,2024-06
2024-06-14,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-0.35,Posted,misc_expenses,miscellaneous,Kohl's_-0.35_6/14/24,2024-06
2024-06-14,Aldi,ALDI 80025               VIRGINIA BEACVA,Groceries,-31.78,Posted,fixed_expenses,groceries,Aldi_-31.78_6/14/24,2024-06
2024-06-14,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-128.7,Posted,fixed_expenses,groceries,Lidl_-128.7_6/14/24,2024-06
2024-06-14,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-259.79,Posted,fixed_expenses,groceries,Walmart_-259.79_6/14/24,2024-06
2024-06-13,Little Caesars,LITTLE CAESARS 0629 0003 757-363-7992 VA,Fast Food,-15.59,Posted,fixed_expenses,restaraunts,Little Caesars_-15.59_6/13/24,2024-06
2024-06-13,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-26.86,Posted,misc_expenses,subscriptions,Apple_-26.86_6/13/24,2024-06
2024-06-13,Moe's Southwest Grill,MOES #102590             VIRGINIA BEACVA,Restaurants,-38.54,Posted,fixed_expenses,restaraunts,Moe's Southwest Grill_-38.54_6/13/24,2024-06
2024-06-13,Taste Bayville Far,TST* TASTE - BAYVILLE FAR757-464-1566 VA,Restaurants,-40.3,Posted,fixed_expenses,restaraunts,Taste Bayville Far_-40.3_6/13/24,2024-06
2024-06-13,Ikea,IKEA NORFOLK             NORFOLK      VA,Furnishings,-211.89,Posted,misc_expenses,miscellaneous,Ikea_-211.89_6/13/24,2024-06
2024-06-12,PetSmart,PETSMART # 1171          VIRGINIA BEACVA,Pet Food & Supplies,-23.31,Posted,fixed_expenses,housing_utilities,PetSmart_-23.31_6/12/24,2024-06
2024-06-12,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts,Starbucks_-25_6/12/24,2024-06
2024-06-12,American Brew,TST* AMERICAN BREW       484-832-4772 VA,Restaurants,-45.16,Posted,fixed_expenses,restaraunts,American Brew_-45.16_6/12/24,2024-06
2024-06-12,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-127.24,Posted,fixed_expenses,groceries,Walmart_-127.24_6/12/24,2024-06
2024-06-11,Amazon,AMZN Mktp US*SR5CZ4I03   Amzn.com/billWA,Shopping,-10.59,Posted,misc_expenses,miscellaneous,Amazon_-10.59_6/11/24,2024-06
2024-06-11,Amazon,AMZN Mktp US*1J31U9MX3   Amzn.com/billWA,Shopping,-18.01,Posted,misc_expenses,miscellaneous,Amazon_-18.01_6/11/24,2024-06
2024-06-11,Taylor S Hardware Virginia Beacva,TAYLOR S HARDWARE 6711   VIRGINIA BEACVA,Home Improvement,-68.93,Posted,misc_expenses,housing_utilities,Taylor S Hardware Virginia Beacva_-68.93_6/11/24,2024-06
2024-06-11,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-151.73,Posted,fixed_expenses,education,Brightwheel_-151.73_6/11/24,2024-06
2024-06-10,Taste Bayville Far,TST* TASTE - BAYVILLE FAR757-464-1566 VA,Restaurants,-26.73,Posted,fixed_expenses,restaraunts,Taste Bayville Far_-26.73_6/10/24,2024-06
2024-06-10,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-27.21,Posted,fixed_expenses,groceries,Kroger_-27.21_6/10/24,2024-06
2024-06-10,Amazon,AMZN Mktp US*GA2I57C03   Amzn.com/billWA,Shopping,-31.52,Posted,misc_expenses,miscellaneous,Amazon_-31.52_6/10/24,2024-06
2024-06-10,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-94.75,Posted,fixed_expenses,restaraunts,Chick-fil-A_-94.75_6/10/24,2024-06
2024-06-09,The Back Deck Virginia Beacva,TST* THE BACK DECK       VIRGINIA BEACVA,Alcohol & Bars,-70.86,Posted,fixed_expenses,restaraunts,The Back Deck Virginia Beacva_-70.86_6/9/24,2024-06
2024-06-08,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-2.31,Posted,misc_expenses,transportation,7-Eleven_-2.31_6/8/24,2024-06
2024-06-08,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-33.88,Posted,fixed_expenses,restaraunts,Chick-fil-A_-33.88_6/8/24,2024-06
2024-06-08,Snack Amaz Asian Cafe,SNACK* AMAZ ASIAN CAFE   186-68682146 CA,Food & Dining,-39.47,Posted,fixed_expenses,restaraunts,Snack Amaz Asian Cafe_-39.47_6/8/24,2024-06
2024-06-06,Little Caesars,LITTLE CAESARS 0629 0003 757-363-7992 VA,Fast Food,-7.79,Posted,fixed_expenses,restaraunts,Little Caesars_-7.79_6/6/24,2024-06
